Year,District,Area,Zone,Population,Water_Demand_MLD,Water_Supply_MLD,Supply_Coverage_Percent,Water_Quality_Index,pH,TDS_ppm,Residual_Chlorine_mgL,Turbidity_NTU,Groundwater_Level_m_bgl,Rainfall_mm,Leakage_Percent,Non_Revenue_Water_Percent,Complaint_Count,Pipeline_Length_km,Treatment_Plant,Water_Source,Water_Quality_Status,Priority_Level
2024,Shahdara,Jagatpuri,East,93796,18.55,17.27,93.1,90.6,7.1,497,0.79,1.2,20.4,689,19.4,24.2,122,45,Chandrawal,Ganga Canal,Good,Low
2025,Shahdara,Jagatpuri,East,95059,18.66,17.07,91.5,91.7,7.1,447,0.32,0.7,20.7,479,18.3,25.7,133,45,Okhla,Yamuna,Good,Medium
2014,Shahdara,GTB Enclave,East,77868,15.83,12.66,80,81.8,7.5,481,0.32,1.4,11.2,845,25,30.3,222,35,Dwarka,Ganga Canal,Moderate,High
2015,Shahdara,GTB Enclave,East,78928,16,13.27,82.9,82.8,7.7,239,0.8,1.2,11.4,893,24.3,31.7,208,35,Chandrawal,Groundwater,Moderate,High
2016,Shahdara,GTB Enclave,East,80137,16.59,13.83,83.4,83.5,7.3,284,0.73,0.7,11.7,502,23.2,28.9,197,35,Wazirabad,Groundwater,Moderate,High
2017,Shahdara,GTB Enclave,East,81259,17.91,15.03,83.9,84.9,7.8,415,0.74,1.1,12,668,22,26.5,174,35,Bawana,Groundwater,Moderate,High
2018,Shahdara,GTB Enclave,East,82257,16.68,14.34,86,86.2,7.8,353,0.52,2.4,12.3,451,21.5,24.9,175,35,Haiderpur,Yamuna,Moderate,Medium
2019,Shahdara,GTB Enclave,East,83381,18.62,16.37,87.9,87.7,7.8,310,0.35,1.2,12.5,626,20.5,25,153,35,Dwarka,Ganga Canal,Moderate,Medium
2020,Shahdara,GTB Enclave,East,85047,17.15,14.89,86.8,88.5,7.1,312,0.72,1.2,13,487,19.8,26,157,35,Haiderpur,Groundwater,Good,Medium
2021,Shahdara,GTB Enclave,East,86175,17.17,15.36,89.5,89.7,7.6,279,0.53,0.9,13.4,864,18.8,24.3,134,35,Okhla,Groundwater,Good,Medium
2022,Shahdara,GTB Enclave,East,87921,19.03,16.75,88,90.4,7.8,202,0.69,1.9,13.8,561,17.7,23.7,150,35,Haiderpur,Ganga Canal,Good,Medium
2023,Shahdara,GTB Enclave,East,89790,17.96,16.27,90.6,91.6,7.3,202,0.49,1,14.2,544,16.9,22.9,124,35,Wazirabad,Groundwater,Good,Medium
2024,Shahdara,GTB Enclave,East,91460,19.75,18,91.1,92.8,7.1,503,0.61,1.5,14.5,674,16,19.5,121,35,Haiderpur,Yamuna,Good,Medium
2025,Shahdara,GTB Enclave,East,92750,18.76,17.12,91.3,94,7.6,212,0.49,1.2,14.8,644,14.9,19.4,111,35,Wazirabad,Yamuna,Good,Medium
2014,Shahdara,Harsh Vihar,East,81746,18.1,14.19,78.4,82,7.3,444,0.66,1,13,537,29.6,37.2,241,25,Bawana,Yamuna,Moderate,High
2015,Shahdara,Harsh Vihar,East,83229,17.73,14.46,81.5,83.1,7.3,362,0.31,2.2,13.5,683,28.5,34.3,221,25,Haiderpur,Yamuna,Moderate,High
2016,Shahdara,Harsh Vihar,East,84526,16.98,13.67,80.5,84.4,7.7,315,0.64,0.7,13.8,904,27.7,35,231,25,Dwarka,Ganga Canal,Moderate,High
2017,Shahdara,Harsh Vihar,East,85778,17.36,14.78,85.2,85.7,7.3,451,0.57,0.8,14.1,603,27,32.3,192,25,Chandrawal,Yamuna,Moderate,Medium
2018,Shahdara,Harsh Vihar,East,87352,18.69,15.51,83,87.1,8.1,335,0.77,1.9,14.5,774,26.3,31.3,206,25,Haiderpur,Yamuna,Moderate,High
2019,Shahdara,Harsh Vihar,East,88561,19.59,17.19,87.7,88.5,8.2,364,0.56,2.1,14.8,755,25.6,31.8,180,25,Bhagirathi,Groundwater,Good,Medium
2020,Shahdara,Harsh Vihar,East,90055,17.93,15.56,86.8,89.7,8.1,436,0.25,2.4,15.1,694,24.6,28.4,187,25,Wazirabad,Groundwater,Good,Medium
2021,Shahdara,Harsh Vihar,East,91156,18.62,16.64,89.4,90.4,7.3,352,0.63,0.4,15.5,677,23.7,30.7,154,25,Haiderpur,Groundwater,Good,Medium
2022,Shahdara,Harsh Vihar,East,92871,19.55,17.41,89.1,91.2,7.4,448,0.68,2.1,16,579,23,28.9,154,25,Dwarka,Groundwater,Good,Medium
2023,Shahdara,Harsh Vihar,East,94886,19.41,17.86,92,92.1,7.9,410,0.31,2.3,16.4,924,22.2,25.4,146,25,Okhla,Yamuna,Good,Low
2024,Shahdara,Harsh Vihar,East,96937,20.74,19.43,93.7,93.2,7.5,516,0.79,0.5,16.7,806,21.3,26.6,120,25,Dwarka,Yamuna,Good,Low
2025,Shahdara,Harsh Vihar,East,98459,20.85,19.24,92.3,94.6,7.1,398,0.38,1.4,17,460,20.1,27.4,116,25,Dwarka,Ganga Canal,Good,Low
2014,Shahdara,Nand Nagri,East,81426,17.27,13.56,78.5,77.9,8,432,0.58,1.5,16.8,680,32.1,37.5,247,44,Wazirabad,Groundwater,Poor,High
2015,Shahdara,Nand Nagri,East,83174,17.91,14.66,81.8,78.7,7.2,482,0.23,2.2,17.1,838,31.3,34.3,234,44,Dwarka,Groundwater,Poor,High
2016,Shahdara,Nand Nagri,East,84941,17.85,14.55,81.5,80,8.1,494,0.73,1.7,17.5,979,30.2,35.6,229,44,Wazirabad,Groundwater,Moderate,High
2017,Shahdara,Nand Nagri,East,86747,18.38,15.73,85.6,80.8,7.2,300,0.56,0.4,17.9,524,29,35.9,210,44,Dwarka,Groundwater,Moderate,Medium
2018,Shahdara,Nand Nagri,East,88046,19.25,16.02,83.2,81.8,8.2,182,0.22,2.2,18.2,717,28.4,34.6,221,44,Bhagirathi,Groundwater,Moderate,High
2019,Shahdara,Nand Nagri,East,89136,19.2,16.54,86.1,83,7.9,271,0.43,0.9,18.5,651,27.9,31,187,44,Haiderpur,Yamuna,Moderate,Medium
2020,Shahdara,Nand Nagri,East,90763,17.35,15.16,87.4,83.8,7.2,385,0.32,2.5,18.9,723,27.2,30.9,182,44,Wazirabad,Groundwater,Moderate,Medium
2021,Shahdara,Nand Nagri,East,92208,19.27,17.16,89,84.4,8,413,0.27,1.5,19.2,980,26.2,33.8,179,44,Bhagirathi,Groundwater,Moderate,Medium
2022,Shahdara,Nand Nagri,East,93374,18.03,16.28,90.3,85.6,7.7,301,0.29,1.5,19.7,567,25.6,30.8,165,44,Okhla,Groundwater,Moderate,Medium
2023,Shahdara,Nand Nagri,East,94581,18.89,17.18,91,86.2,8.2,366,0.7,1.1,20,628,24.5,28.8,162,44,Dwarka,Groundwater,Moderate,Medium
2024,Shahdara,Nand Nagri,East,96189,18.72,17.3,92.4,87,8,257,0.28,2,20.4,772,23.6,26.9,135,44,Haiderpur,Ganga Canal,Moderate,Low
2025,Shahdara,Nand Nagri,East,98245,19.82,18.15,91.6,87.9,7.4,262,0.58,0.5,20.7,674,22.7,28.4,144,44,Bhagirathi,Groundwater,Moderate,Medium
2014,Shahdara,Jyoti Nagar,East,79119,15.37,12.57,81.8,79.4,7.2,402,0.67,0.9,16.7,945,23.6,29.7,203,53,Okhla,Yamuna,Poor,High
2015,Shahdara,Jyoti Nagar,East,80620,16.84,13.75,81.7,80.1,7.2,282,0.69,0.8,17.2,951,22.5,28.4,193,53,Haiderpur,Yamuna,Moderate,High
2016,Shahdara,Jyoti Nagar,East,81833,16.83,13.95,82.9,81.2,7.9,471,0.6,2.5,17.5,799,22,26.2,192,53,Wazirabad,Groundwater,Moderate,High
2017,Shahdara,Jyoti Nagar,East,83233,18.1,15,82.9,82.4,7.7,377,0.45,2.3,17.8,632,21,28.6,196,53,Bhagirathi,Groundwater,Moderate,High
2018,Shahdara,Jyoti Nagar,East,84366,17.99,15.4,85.6,83.8,7.8,255,0.5,0.7,18.1,848,19.8,22.8,169,53,Bawana,Ganga Canal,Moderate,Medium
2019,Shahdara,Jyoti Nagar,East,86151,18.65,16.06,86.1,84.7,8.2,465,0.63,2.2,18.6,886,19.1,24.6,161,53,Dwarka,Yamuna,Moderate,Medium
2020,Shahdara,Jyoti Nagar,East,88037,18.89,16.8,88.9,85.9,7.5,282,0.56,2.2,19,812,18.1,21.2,134,53,Wazirabad,Groundwater,Moderate,Medium
2021,Shahdara,Jyoti Nagar,East,89262,19.44,16.92,87,86.8,7.8,319,0.49,1.6,19.5,978,17,21.8,139,53,Okhla,Groundwater,Moderate,Medium
2022,Shahdara,Jyoti Nagar,East,90954,18,16.02,89,87.6,7.6,444,0.64,1.5,19.7,455,16.2,22.3,129,53,Okhla,Groundwater,Moderate,Medium
2023,Shahdara,Jyoti Nagar,East,92400,17.99,16.2,90,88.7,8,407,0.33,1.7,20,457,15.6,21.8,132,53,Haiderpur,Groundwater,Good,Medium
2024,Shahdara,Jyoti Nagar,East,94095,19.86,17.96,90.5,89.4,7.6,220,0.58,1.1,20.3,687,14.4,17.5,119,53,Okhla,Groundwater,Good,Medium
2025,Shahdara,Jyoti Nagar,East,95287,20.74,19.26,92.9,90.5,7.2,305,0.45,1.3,20.8,519,13.8,16.9,104,53,Dwarka,Yamuna,Good,Low
2014,Shahdara,Rohtash Nagar,East,77074,17.12,13.6,79.5,81.9,8,420,0.69,0.6,15.7,526,32.6,35.9,263,44,Dwarka,Yamuna,Moderate,High
2015,Shahdara,Rohtash Nagar,East,78724,16.84,13.5,80.2,83.1,7.1,384,0.24,1.5,16,959,31.9,35.6,246,44,Bhagirathi,Ganga Canal,Moderate,High
2016,Shahdara,Rohtash Nagar,East,79792,17.09,14.27,83.5,84.6,8.1,473,0.49,2.1,16.4,475,31.1,35.7,213,44,Chandrawal,Ganga Canal,Moderate,High
2017,Shahdara,Rohtash Nagar,East,81307,17.41,14.31,82.2,85.9,7.9,520,0.55,0.4,16.7,459,30.5,36.6,221,44,Dwarka,Ganga Canal,Moderate,High
2018,Shahdara,Rohtash Nagar,East,82575,17.81,14.93,83.8,87,7.3,515,0.51,1,16.9,885,29.6,34.5,212,44,Bhagirathi,Groundwater,Moderate,High
2019,Shahdara,Rohtash Nagar,East,84254,16.48,14.15,85.9,88.3,7.8,221,0.63,2.3,17.1,495,28.7,35.3,200,44,Dwarka,Groundwater,Good,Medium
2020,Shahdara,Rohtash Nagar,East,86088,17.53,15.62,89.1,89.2,8,336,0.22,2.5,17.6,867,28,35,181,44,Haiderpur,Yamuna,Good,Medium
2021,Shahdara,Rohtash Nagar,East,87157,19.31,17.2,89.1,90.6,8.2,382,0.56,0.7,17.9,934,27,34.2,175,44,Dwarka,Groundwater,Good,Medium
2022,Shahdara,Rohtash Nagar,East,88882,17.34,15.74,90.8,92,7.6,346,0.8,2.2,18.4,461,26.3,32.3,165,44,Bhagirathi,Ganga Canal,Good,Medium
2023,Shahdara,Rohtash Nagar,East,90130,18.59,16.96,91.3,92.7,7.2,275,0.38,2.3,18.8,651,25.4,30.5,161,44,Wazirabad,Groundwater,Good,Medium
2024,Shahdara,Rohtash Nagar,East,91468,19.18,17.39,90.7,93.7,7.6,411,0.31,1.5,19.3,933,24.5,29.4,149,44,Bawana,Yamuna,Good,Medium
2025,Shahdara,Rohtash Nagar,East,92734,19.28,17.8,92.3,95.1,7.8,218,0.65,1.3,19.6,571,23.4,27.7,148,44,Chandrawal,Groundwater,Excellent,Low
2014,Shahdara,Mansarovar Park,East,75132,16,12.56,78.5,77.5,7.5,256,0.38,1.7,14.2,561,26,33,242,36,Bawana,Yamuna,Poor,High
2015,Shahdara,Mansarovar Park,East,76154,16.92,14.05,83,78.7,7.7,187,0.63,2,14.5,448,25.4,32.2,197,36,Bhagirathi,Yamuna,Poor,High
2016,Shahdara,Mansarovar Park,East,77401,16.72,14.09,84.3,79.3,7.5,218,0.43,1.5,14.9,942,24.4,28.6,196,36,Bhagirathi,Yamuna,Poor,High
2017,Shahdara,Mansarovar Park,East,78850,16.61,13.61,81.9,80.5,7.7,346,0.6,1.2,15.3,570,23.3,26.4,204,36,Dwarka,Ganga Canal,Moderate,High
2018,Shahdara,Mansarovar Park,East,80257,16.36,13.7,83.7,81.9,8,475,0.31,1.3,15.7,725,22.3,27.8,185,36,Haiderpur,Yamuna,Moderate,High
2019,Shahdara,Mansarovar Park,East,81981,18.04,15.34,85,83,7.9,323,0.45,0.9,16,656,21.2,28.4,166,36,Dwarka,Ganga Canal,Moderate,Medium
2020,Shahdara,Mansarovar Park,East,83136,17.7,15.5,87.6,83.9,8,372,0.69,0.9,16.2,479,20.6,25.2,159,36,Bhagirathi,Ganga Canal,Moderate,Medium
2021,Shahdara,Mansarovar Park,East,84272,16.59,14.6,88,84.8,7.8,330,0.76,0.9,16.7,877,19.4,27,143,36,Bawana,Groundwater,Moderate,Medium
2022,Shahdara,Mansarovar Park,East,86125,18.86,16.8,89.1,85.4,7.1,247,0.72,0.5,17.2,611,18.4,22.3,137,36,Chandrawal,Yamuna,Moderate,Medium
2023,Shahdara,Mansarovar Park,East,87368,19.45,17.72,91.1,86.9,7.2,328,0.32,0.5,17.6,806,17.4,20.8,126,36,Haiderpur,Groundwater,Moderate,Medium
2024,Shahdara,Mansarovar Park,East,89046,19.54,17.92,91.7,87.7,7.9,288,0.38,0.7,17.8,742,16.5,23.3,117,36,Wazirabad,Yamuna,Moderate,Medium
2025,Shahdara,Mansarovar Park,East,90525,18.37,16.89,92,89.1,8.2,477,0.34,1,18.1,481,15.4,20.2,119,36,Chandrawal,Yamuna,Good,Medium
2014,Shahdara,Jhilmil,East,78848,17.96,14.4,80.2,79.2,7.9,499,0.67,0.9,15.2,550,31.6,37.6,251,48,Bhagirathi,Yamuna,Poor,High
2015,Shahdara,Jhilmil,East,79923,16.53,13.72,83,79.9,7.2,492,0.66,1.5,15.6,775,30.6,35.4,216,48,Bhagirathi,Ganga Canal,Poor,High
2016,Shahdara,Jhilmil,East,81163,18.57,15.21,81.9,80.9,8,286,0.2,0.7,15.9,484,29.6,33.7,224,48,Bhagirathi,Yamuna,Moderate,High
2017,Shahdara,Jhilmil,East,82941,16.16,13.44,83.2,82.3,7.8,272,0.4,0.6,16.1,970,28.7,31.8,206,48,Okhla,Yamuna,Moderate,High
2018,Shahdara,Jhilmil,East,84596,18.33,15.62,85.2,83.7,7.9,330,0.62,1.4,16.4,848,28.1,31.5,203,48,Dwarka,Groundwater,Moderate,Medium
2019,Shahdara,Jhilmil,East,85769,17.08,14.49,84.8,84.8,8.1,217,0.67,0.4,16.7,815,27.6,32.6,208,48,Bawana,Ganga Canal,Moderate,High
2020,Shahdara,Jhilmil,East,87416,18.21,15.85,87,85.7,8.2,482,0.47,1.6,17.2,832,27,34.5,190,48,Wazirabad,Ganga Canal,Moderate,Medium
2021,Shahdara,Jhilmil,East,89068,19.34,17.16,88.7,86.5,7.4,271,0.45,0.4,17.5,922,26.2,30.9,181,48,Bhagirathi,Groundwater,Moderate,Medium
2022,Shahdara,Jhilmil,East,90442,18.92,16.79,88.7,87.4,7.6,180,0.57,0.6,17.9,541,25.3,32,169,48,Haiderpur,Groundwater,Moderate,Medium
2023,Shahdara,Jhilmil,East,91626,19.38,17.72,91.4,88.8,7.6,519,0.52,1,18.4,646,24.5,29.5,147,48,Wazirabad,Yamuna,Good,Medium
2024,Shahdara,Jhilmil,East,92862,18.58,17.38,93.6,90,7.2,413,0.53,1.3,18.6,579,23.9,31.3,128,48,Bawana,Yamuna,Good,Low
2025,Shahdara,Jhilmil,East,94518,19.36,18,93,91.2,8,352,0.76,1.9,19,543,23.2,27,127,48,Wazirabad,Yamuna,Good,Low
2014,Shahdara,Kabool Nagar,East,74281,14.58,11.39,78.2,74.5,7.9,511,0.56,0.5,12.9,784,25.7,33,243,21,Bawana,Groundwater,Poor,High
2015,Shahdara,Kabool Nagar,East,75857,16.89,13.62,80.6,75.3,7.1,328,0.78,2.3,13.2,695,24.6,30.9,224,21,Bawana,Groundwater,Poor,High
2016,Shahdara,Kabool Nagar,East,76928,17.79,14.76,83,76,7.4,504,0.23,1.3,13.5,479,24,31.6,191,21,Wazirabad,Groundwater,Poor,High
2017,Shahdara,Kabool Nagar,East,77947,15.76,13.4,85,77.4,7.7,315,0.69,0.5,13.9,457,23.3,29.8,186,21,Bawana,Ganga Canal,Poor,High
2018,Shahdara,Kabool Nagar,East,78903,16.45,14.21,86.4,78.6,7.4,499,0.46,1.7,14.3,768,22.1,29.9,162,21,Chandrawal,Yamuna,Poor,Medium
2019,Shahdara,Kabool Nagar,East,80486,16.33,14.22,87.1,79.2,7.7,445,0.58,0.5,14.7,619,21,26.4,167,21,Bawana,Yamuna,Poor,Medium
2020,Shahdara,Kabool Nagar,East,81769,16.75,14.59,87.1,80.2,7.9,254,0.27,1.9,15.2,611,19.9,25.5,155,21,Bhagirathi,Groundwater,Moderate,Medium
2021,Shahdara,Kabool Nagar,East,83551,16.46,14.77,89.7,81.4,8,411,0.59,2.4,15.7,900,19,22.3,128,21,Dwarka,Groundwater,Moderate,Medium
2022,Shahdara,Kabool Nagar,East,85125,18.75,16.67,88.9,82.4,7.9,307,0.24,0.3,16.2,583,17.9,22.8,135,21,Bawana,Groundwater,Moderate,Medium
2023,Shahdara,Kabool Nagar,East,86305,16.66,15.33,92,83.3,8,483,0.65,1.1,16.4,781,17.1,20.7,113,21,Bhagirathi,Yamuna,Moderate,Low
2024,Shahdara,Kabool Nagar,East,87999,18.89,17.52,92.7,84.8,7.7,274,0.21,1.7,16.7,706,16.5,22.6,108,21,Dwarka,Groundwater,Moderate,Low
2025,Shahdara,Kabool Nagar,East,89618,19.15,18.16,94.8,85.9,7,466,0.41,0.5,17.1,619,15.9,23,88,21,Dwarka,Groundwater,Moderate,Low
2014,Shahdara,Chander Nagar,East,78450,17.99,14.63,81.3,79.2,7,457,0.33,1.5,12.6,903,25,29.1,221,42,Okhla,Yamuna,Poor,High
2015,Shahdara,Chander Nagar,East,79463,16.26,13.07,80.4,80.3,7.3,315,0.7,1.7,13,590,24.1,28.6,205,42,Haiderpur,Ganga Canal,Moderate,High
2016,Shahdara,Chander Nagar,East,81108,17.42,14.28,82,81,7.2,329,0.63,0.8,13.4,459,23.5,26.9,206,42,Haiderpur,Ganga Canal,Moderate,High
2017,Shahdara,Chander Nagar,East,82754,16.68,14.05,84.2,81.7,7.3,489,0.46,1.2,13.8,819,22.9,29.1,178,42,Dwarka,Yamuna,Moderate,High
2018,Shahdara,Chander Nagar,East,83814,16.73,14.06,84.1,83.1,7.2,351,0.58,2.5,14,608,21.8,28.7,185,42,Dwarka,Ganga Canal,Moderate,High
2019,Shahdara,Chander Nagar,East,84873,18.66,15.7,84.1,84.5,7.6,244,0.22,1.6,14.4,511,21.1,27,184,42,Dwarka,Yamuna,Moderate,High
2020,Shahdara,Chander Nagar,East,86528,18,15.82,87.9,85.3,8.1,470,0.22,1.4,14.6,943,20.2,28,158,42,Wazirabad,Groundwater,Moderate,Medium
2021,Shahdara,Chander Nagar,East,87955,19.24,17.27,89.8,86.6,7.8,436,0.33,0.8,14.8,978,19.4,24.8,128,42,Okhla,Yamuna,Moderate,Medium
2022,Shahdara,Chander Nagar,East,89250,17.64,15.52,88,87.4,7.1,316,0.69,1.6,15.3,461,18.3,22.8,145,42,Dwarka,Groundwater,Moderate,Medium
2023,Shahdara,Chander Nagar,East,90974,19.96,17.91,89.7,88.9,7.6,307,0.28,1.1,15.5,963,17.4,21.9,141,42,Dwarka,Groundwater,Good,Medium
2024,Shahdara,Chander Nagar,East,92370,20.53,18.96,92.4,89.6,8,339,0.57,2,15.8,720,16.7,24.2,121,42,Haiderpur,Groundwater,Good,Low
2025,Shahdara,Chander Nagar,East,93641,20.56,19.47,94.7,90.9,7,367,0.78,1.2,16.2,756,16.1,23.2,101,42,Dwarka,Yamuna,Good,Low
2014,Shahdara,New Seemapuri,East,78451,16.56,13.19,79.6,76.5,8.2,252,0.28,0.5,14,577,32.2,38.7,254,27,Wazirabad,Yamuna,Poor,High
2015,Shahdara,New Seemapuri,East,80050,17.18,14.29,83.2,77.9,8.1,350,0.24,2,14.3,781,31.3,38.7,222,27,Bhagirathi,Yamuna,Poor,High
2016,Shahdara,New Seemapuri,East,81492,18.42,15.36,83.4,78.5,8,406,0.64,1.9,14.5,587,30.3,35.6,216,27,Chandrawal,Yamuna,Poor,High
2017,Shahdara,New Seemapuri,East,83006,17.36,14.65,84.4,79.6,7.8,330,0.71,1.2,14.8,654,29.4,34.1,211,27,Bawana,Groundwater,Poor,High
2018,Shahdara,New Seemapuri,East,84757,17.47,14.7,84.2,81,8,502,0.7,0.4,15.2,946,28.7,34.1,212,27,Wazirabad,Ganga Canal,Moderate,High
2019,Shahdara,New Seemapuri,East,85843,16.8,14.13,84.1,81.7,7.6,224,0.3,1.3,15.4,603,27.8,34.4,207,27,Wazirabad,Groundwater,Moderate,High
2020,Shahdara,New Seemapuri,East,87151,18.69,16.39,87.7,82.5,7.3,278,0.48,0.6,15.9,625,27,32.9,186,27,Okhla,Ganga Canal,Moderate,Medium
2021,Shahdara,New Seemapuri,East,88200,19.41,16.92,87.2,83.7,7.5,267,0.21,1.8,16.3,466,26,33.9,174,27,Wazirabad,Ganga Canal,Moderate,Medium
2022,Shahdara,New Seemapuri,East,89398,17.44,15.53,89.1,84.7,7.4,325,0.37,1.6,16.7,820,25,30,158,27,Chandrawal,Yamuna,Moderate,Medium
2023,Shahdara,New Seemapuri,East,91124,19.28,17.56,91.1,85.5,7.3,488,0.43,2.5,17.2,453,24.2,27.5,151,27,Bhagirathi,Yamuna,Moderate,Medium
2024,Shahdara,New Seemapuri,East,93086,19.92,18.34,92.1,86.2,7.6,217,0.77,1.8,17.4,890,23.4,28.9,151,27,Dwarka,Groundwater,Moderate,Low
2025,Shahdara,New Seemapuri,East,94570,20.24,18.66,92.2,87.2,7.5,452,0.4,0.6,17.9,498,22.3,26.1,132,27,Wazirabad,Groundwater,Moderate,Low
2014,Shahdara,Dilshad Colony,East,77816,17.9,14.64,81.8,75.8,8.2,244,0.21,2.4,10.5,519,29.3,33.7,227,55,Okhla,Ganga Canal,Poor,High
2015,Shahdara,Dilshad Colony,East,79316,16.72,13.76,82.3,77,7.7,470,0.26,1.5,10.7,556,28.4,32.9,228,55,Chandrawal,Yamuna,Poor,High
2016,Shahdara,Dilshad Colony,East,81005,16.36,13.28,81.2,78.4,8.1,430,0.57,1,11,978,27.8,32.5,226,55,Wazirabad,Yamuna,Poor,High
2017,Shahdara,Dilshad Colony,East,82424,16.06,13.69,85.2,79.1,7.1,283,0.41,1.5,11.5,693,26.9,32.5,203,55,Bawana,Groundwater,Poor,Medium
2018,Shahdara,Dilshad Colony,East,83960,18.26,15.81,86.6,80.1,7.1,339,0.71,1.2,11.9,883,26.1,31.2,190,55,Bawana,Ganga Canal,Moderate,Medium
2019,Shahdara,Dilshad Colony,East,85216,18.39,16.02,87.1,81,8.1,275,0.53,2.5,12.3,600,25.3,29.2,179,55,Bawana,Ganga Canal,Moderate,Medium
2020,Shahdara,Dilshad Colony,East,87077,17.18,14.78,86,81.7,7.1,329,0.27,1,12.5,914,24.3,31.2,172,55,Dwarka,Ganga Canal,Moderate,Medium
2021,Shahdara,Dilshad Colony,East,88264,18.68,16.88,90.3,82.4,7.3,346,0.39,2.2,12.8,569,23.6,31,151,55,Okhla,Yamuna,Moderate,Medium
2022,Shahdara,Dilshad Colony,East,89672,17.32,15.46,89.2,83.1,7.1,518,0.34,2.2,13.1,524,22.8,30.2,149,55,Dwarka,Ganga Canal,Moderate,Medium
2023,Shahdara,Dilshad Colony,East,91036,18.37,16.98,92.4,83.9,7.4,330,0.25,2.1,13.5,571,22.2,28,131,55,Bawana,Groundwater,Moderate,Low
2024,Shahdara,Dilshad Colony,East,92258,20.52,18.68,91,85.2,7.1,342,0.69,2.4,13.9,833,21.6,24.8,144,55,Wazirabad,Yamuna,Moderate,Medium
2025,Shahdara,Dilshad Colony,East,93887,19.98,19,95.1,86,7.3,345,0.27,1.6,14.4,825,21,25.3,119,55,Bhagirathi,Yamuna,Moderate,Low
2014,Shahdara,Surajmal Vihar,East,76519,17.34,13.78,79.5,78.3,7.1,370,0.5,0.7,13.2,900,26.4,32.8,225,48,Dwarka,Yamuna,Poor,High
2015,Shahdara,Surajmal Vihar,East,77607,17.69,14.4,81.4,79.5,8.2,242,0.28,2,13.5,692,25.4,32.9,212,48,Bawana,Groundwater,Poor,High
2016,Shahdara,Surajmal Vihar,East,78663,17.86,14.37,80.5,80.4,7.4,343,0.57,0.6,13.8,745,24.9,29.9,222,48,Wazirabad,Yamuna,Moderate,High
2017,Shahdara,Surajmal Vihar,East,79837,15.52,13.22,85.2,81.9,7.2,464,0.69,0.7,14.3,957,23.8,31.1,190,48,Bawana,Ganga Canal,Moderate,Medium
2018,Shahdara,Surajmal Vihar,East,81341,17.97,15.11,84.1,83,7.2,447,0.21,1.4,14.8,670,22.7,29.8,193,48,Wazirabad,Yamuna,Moderate,High
2019,Shahdara,Surajmal Vihar,East,83075,18.6,15.83,85.1,83.9,7,213,0.2,0.6,15.2,854,22.2,30.1,174,48,Bhagirathi,Groundwater,Moderate,Medium
2020,Shahdara,Surajmal Vihar,East,84233,19.01,16.48,86.7,84.9,8,290,0.53,2,15.5,728,21.2,26.3,163,48,Bhagirathi,Groundwater,Moderate,Medium
2021,Shahdara,Surajmal Vihar,East,85695,18.83,16.44,87.3,85.6,7,275,0.3,2.1,15.8,886,20.7,26.1,155,48,Okhla,Ganga Canal,Moderate,Medium
2022,Shahdara,Surajmal Vihar,East,87502,17.89,15.92,89,86.6,7.6,239,0.29,1.6,16.2,495,19.5,25.7,146,48,Haiderpur,Groundwater,Moderate,Medium
2023,Shahdara,Surajmal Vihar,East,89235,17.12,15.23,89,87.3,7.8,469,0.33,1.6,16.5,458,18.9,25.3,138,48,Dwarka,Ganga Canal,Moderate,Medium
2024,Shahdara,Surajmal Vihar,East,90644,18.06,16.45,91.1,88.2,7.6,315,0.38,1.2,16.9,876,17.7,23.7,116,48,Bawana,Groundwater,Good,Medium
2025,Shahdara,Surajmal Vihar,East,92387,20.47,19.14,93.5,89.3,7.4,216,0.39,1,17.1,544,16.7,23.3,95,48,Bawana,Groundwater,Good,Low
2014,Shahdara,Anand Gram,East,76871,16.48,12.99,78.8,78.1,7.6,242,0.31,1.8,13.3,975,30.9,38.8,248,52,Bawana,Yamuna,Poor,High
2015,Shahdara,Anand Gram,East,77943,16,12.94,80.9,79.4,7.4,477,0.78,1,13.8,937,30,34.2,225,52,Bawana,Groundwater,Poor,High
2016,Shahdara,Anand Gram,East,79091,15.53,13.08,84.2,80.4,7.8,357,0.65,0.8,14.3,826,29.2,35.1,214,52,Bawana,Groundwater,Moderate,High
2017,Shahdara,Anand Gram,East,80237,16.45,13.73,83.4,81.7,7.4,393,0.21,1.1,14.7,599,28.5,34,206,52,Wazirabad,Groundwater,Moderate,High
2018,Shahdara,Anand Gram,East,81420,15.82,13.42,84.8,82.9,7.5,224,0.56,0.4,15,432,27.9,32.1,196,52,Dwarka,Ganga Canal,Moderate,High
2019,Shahdara,Anand Gram,East,82517,17.18,14.9,86.7,84,7.9,343,0.58,1.8,15.2,664,26.9,34.1,189,52,Wazirabad,Groundwater,Moderate,Medium
2020,Shahdara,Anand Gram,East,83991,16.92,14.53,85.9,85,7.6,401,0.34,2,15.5,910,26.2,29.9,199,52,Bawana,Yamuna,Moderate,Medium
2021,Shahdara,Anand Gram,East,85740,17.04,14.84,87.1,85.6,7.9,259,0.25,1.4,15.9,636,25.4,30.5,174,52,Haiderpur,Ganga Canal,Moderate,Medium
